step,price,volume
0,1,4
1,1,4
2,1,6
3,0.9950124792,8
4,0.9950124792,8
5,1.002503128,5
6,1.010050167,5
7,1.015113065,8
8,1.025315121,4
9,1.025315121,4
10,1.027881615,9
11,1.033033893,4
12,1.027881615,4
13,1.035619709,5
14,1.033033893,5
15,1.027881615,6
16,1.027881615,4
17,1.030454534,5
18,1.027881615,5
19,1.022755034,4
20,1.027881615,4
21,1.02020134,5
22,1.015113065,4
23,1.010050167,4
24,1.012578452,5
25,1.012578452,6
26,1.012578452,4
27,1.02020134,7
28,1.022755034,5
29,1.022755034,4
30,1.022755034,4
31,1.025315121,5
32,1.02020134,4
33,1.025315121,4
34,1.025315121,4
35,1.025315121,4
36,1.02020134,4
37,1.017654022,5
38,1.017654022,4
39,1.017654022,6
40,1.022755034,4
41,1.005012521,21
42,0.9826522357,25
43,0.9680224498,18
44,0.9583904655,24
45,0.9631944177,20
46,0.9441218904,32
47,0.9728746826,28
48,0.9801986733,25
49,0.9826522357,23
50,0.9875778005,26
51,1.005012521,21
52,0.9875778005,33
53,0.9950124792,23
54,1.005012521,30
55,1,28
56,1.010050167,30
57,1.005012521,28
58,1.007528195,15
59,0.9925280548,26
60,0.9826522357,36
61,0.9900498337,21
62,0.9875778005,25
63,0.9950124792,21
64,1,28
65,0.9950124792,28
66,0.9875778005,25
67,0.9777512372,20
68,0.9536104731,24
69,0.9536104731,16
70,0.9370674634,31
71,0.946485148,24
72,0.9417645336,20
73,0.9559974818,22
74,0.9536104731,27
75,0.946485148,29
76,0.9488543211,17
77,0.9441218904,28
78,0.9559974818,17
79,0.9536104731,17
80,0.9488543211,20
81,0.9559974818,21
82,0.975309912,28
83,0.9801986733,24
84,0.9656054163,28
85,0.9583904655,21
86,0.9680224498,18
87,0.9704455335,25
88,0.9777512372,23
89,0.9925280548,18
90,0.9925280548,18
91,1,27
92,0.9900498337,22
93,1.010050167,24
94,1.007528195,27
95,0.9975031224,28
96,1.010050167,17
97,1.012578452,27
98,1.022755034,24
99,1.033033893,16
100,1.059185271,16
101,1.06983026,24
102,1.077884151,31
103,1.064494459,25
104,1.051271096,23
105,1.053902562,25
106,1.051271096,25
107,1.04602786,12
108,1.051271096,28
109,1.04602786,18
110,1.064494459,15
111,1.059185271,26
112,1.033033893,34
113,1.038211997,26
114,1.053902562,24
115,1.059185271,26
116,1.051271096,19
117,1.072508181,22
118,1.085998673,23
119,1.094174284,21
120,1.088717067,24
121,1.080582232,23
122,1.064494459,30
123,1.053902562,24
124,1.051271096,23
125,1.059185271,29
126,1.072508181,25
127,1.077884151,26
128,1.06983026,27
129,1.077884151,23
130,1.085998673,33
131,1.091442264,22
132,1.06983026,24
133,1.064494459,26
134,1.067159024,23
135,1.080582232,23
136,1.105170918,27
137,1.099658855,28
138,1.119072257,25
139,1.11627807,19
140,1.105170918,18
141,1.107937302,23
142,1.099658855,29
143,1.096913142,23
144,1.077884151,27
145,1.088717067,22
146,1.105170918,26
147,1.102411442,23
148,1.085998673,24
149,1.088717067,21
150,1.083287068,18
151,1.059185271,25
152,1.064494459,28
153,1.083287068,21
154,1.088717067,28
155,1.107937302,25
156,1.107937302,26
157,1.11627807,19
158,1.105170918,28
159,1.11071061,24
160,1.11627807,20
161,1.077884151,28
162,1.067159024,20
163,1.06983026,23
164,1.040810774,29
165,1.022755034,33
166,1.030454534,31
167,1.04602786,26
168,1.043416056,29
169,1.043416056,26
170,1.038211997,4
171,1.043416056,6
172,1.043416056,4
173,1.048646201,4
174,1.053902562,4
175,1.059185271,4
176,1.059185271,6
177,1.048646201,4
178,1.059185271,6
179,1.059185271,4
180,1.061836547,5
181,1.064494459,9
182,1.053902562,4
183,1.053902562,4
184,1.04602786,9
185,1.040810774,4
186,1.056540615,24
187,1.061836547,26
188,1.048646201,37
189,1.04602786,29
190,1.035619709,20
191,1.040810774,24
192,1.040810774,22
193,1.043416056,25
194,1.043416056,28
195,1.072508181,29
196,1.061836547,26
197,1.061836547,28
198,1.059185271,31
199,1.072508181,29
200,1.06983026,27
201,1.053902562,20
202,1.061836547,23
203,1.085998673,19
204,1.056540615,27
205,1.072508181,32
206,1.067159024,30
207,1.059185271,25
208,1.056540615,23
209,1.025315121,26
210,1.02020134,4
211,1.025315121,4
212,1.02020134,4
213,1.015113065,4
214,1.007528195,9
215,1,5
216,1.012578452,29
217,1.005012521,27
218,1.005012521,22
219,0.9900498337,24
220,0.9875778005,27
221,0.9826522357,26
222,0.9925280548,26
223,1.005012521,29
224,1.007528195,21
225,1.017654022,22
226,1.02020134,21
227,1.005012521,24
228,1,32
229,0.9950124792,22
230,0.9680224498,17
231,0.9900498337,23
232,0.9851119396,22
233,1.002503128,27
234,0.9975031224,22
235,1.007528195,16
236,1.012578452,26
237,1.007528195,16
238,1.015113065,25
239,1.027881615,21
240,1.053902562,28
241,1.056540615,23
242,1.022755034,29
243,1.040810774,19
244,1.048646201,21
245,1.040810774,27
246,1.017654022,27
247,1.022755034,18
248,1.017654022,24
249,1.010050167,27
250,1.015113065,24
251,1.005012521,24
252,1.015113065,22
253,1.022755034,21
254,1.025315121,21
255,1.017654022,25
256,1.02020134,21
257,1.012578452,31
258,1.012578452,16
259,1,27
260,0.9925280548,27
261,0.9975031224,26
262,1.007528195,28
263,1.02020134,31
264,1.025315121,18
265,1.007528195,23
266,1.007528195,28
267,1.025315121,33
268,1.043416056,19
269,1.04602786,17
270,1.04602786,4
271,1.040810774,8
272,1.040810774,4
273,1.017654022,9
274,1.017654022,4
275,1.007528195,4
276,1.010050167,5
277,1.015113065,4
278,1.025315121,4
279,1.035619709,4
280,1.030454534,4
281,1.030454534,4
282,1.025315121,4
283,1.035619709,4
284,1.027881615,5
285,1.033033893,4
286,1.025315121,7
287,1.025315121,6
288,1.025315121,4
289,1.033033893,5
290,1.038211997,4
291,1.027881615,4
292,1.053902562,26
293,1.053902562,30
294,1.059185271,22
295,1.075192806,22
296,1.075192806,28
297,1.075192806,18
298,1.06983026,18
299,1.075192806,28
300,1.064494459,22
301,1.072508181,29
302,1.072508181,26
303,1.056540615,28
304,1.048646201,27
305,1.033033893,16
306,1.010050167,25
307,1,30
308,0.9900498337,24
309,0.9826522357,29
310,0.9975031224,16
311,1.012578452,32
312,1.017654022,4
313,1.027881615,4
314,1.022755034,4
315,1.027881615,6
316,1.030454534,5
317,1.035619709,4
318,1.04602786,6
319,1.035619709,4
320,1.040810774,4
321,1.048646201,7
322,1.038211997,6
323,1.030454534,5
324,1.002503128,23
325,1.015113065,29
326,0.9950124792,16
327,0.975309912,22
328,0.9851119396,18
329,0.9680224498,13
330,0.9680224498,26
331,0.9728746826,26
332,0.9875778005,24
333,1,27
334,1.002503128,25
335,1.015113065,25
336,1.022755034,23
337,1.038211997,26
338,1.048646201,20
339,1.043416056,22
340,1.064494459,30
341,1.077884151,25
342,1.067159024,22
343,1.051271096,26
344,1.027881615,25
345,1.038211997,20
346,1.040810774,23
347,1.033033893,27
348,1.038211997,16
349,1.053902562,20
350,1.04602786,27
351,1.04602786,16
352,1.038211997,29
353,1.040810774,17
354,1.035619709,24
355,1.035619709,24
356,1.017654022,19
357,1.030454534,23
358,1.007528195,17
359,1.02020134,19
360,1.007528195,25
361,1.005012521,17
362,1.017654022,23
363,1.007528195,26
364,1.005012521,31
365,1.027881615,33
366,1.038211997,26
367,1.038211997,24
368,1.035619709,21
369,1.035619709,24
370,1.038211997,25
371,1.038211997,26
372,1.048646201,24
373,1.033033893,24
374,1.025315121,23
375,1.007528195,25
376,1.007528195,18
377,1.022755034,18
378,1.02020134,27
379,1.005012521,30
380,1.005012521,24
381,1.007528195,19
382,1.007528195,26
383,1.015113065,29
384,1.015113065,14
385,1.033033893,27
386,1.04602786,29
387,1.064494459,19
388,1.075192806,28
389,1.075192806,26
390,1.077884151,23
391,1.064494459,21
392,1.061836547,25
393,1.077884151,24
394,1.053902562,25
395,1.056540615,27
396,1.061836547,24
397,1.075192806,23
398,1.06983026,18
399,1.085998673,22
400,1.088717067,19
401,1.088717067,24
402,1.088717067,22
403,1.088717067,20
404,1.088717067,22
405,1.072508181,28
406,1.075192806,25
407,1.067159024,27
408,1.061836547,22
409,1.067159024,20
410,1.061836547,22
411,1.04602786,20
412,1.053902562,23
413,1.064494459,20
414,1.085998673,34
415,1.091442264,18
416,1.094174284,23
417,1.11071061,22
418,1.107937302,17
419,1.153153081,28
420,1.170580758,32
421,1.170580758,24
422,1.147401706,28
423,1.13031912,26
424,1.12468163,22
425,1.12468163,20
426,1.150273799,31
427,1.153153081,29
428,1.158933285,30
429,1.153153081,4
430,1.153153081,4
431,1.147401706,4
432,1.127496852,21
433,1.127496852,18
434,1.096913142,25
435,1.083287068,23
436,1.064494459,13
437,1.080582232,28
438,1.083287068,27
439,1.077884151,22
440,1.091442264,27
441,1.094174284,21
442,1.099658855,22
443,1.077884151,30
444,1.067159024,24
445,1.061836547,18
446,1.077884151,22
447,1.083287068,38
448,1.064494459,21
449,1.06983026,26
450,1.061836547,23
451,1.067159024,30
452,1.053902562,33
453,1.04602786,25
454,1.053902562,25
455,1.061836547,17
456,1.061836547,26
457,1.056540615,22
458,1.064494459,23
459,1.056540615,27
460,1.067159024,22
461,1.04602786,20
462,1.035619709,20
463,1.051271096,22
464,1.064494459,25
465,1.067159024,21
466,1.053902562,23
467,1.061836547,19
468,1.059185271,17
469,1.056540615,27
470,1.085998673,27
471,1.096913142,30
472,1.099658855,23
473,1.099658855,24
474,1.105170918,22
475,1.13031912,25
476,1.133148453,21
477,1.12468163,13
478,1.138828383,15
479,1.135984868,25
480,1.121873438,25
481,1.11071061,26
482,1.091442264,27
483,1.077884151,21
484,1.072508181,18
485,1.072508181,22
486,1.061836547,22
487,1.061836547,18
488,1.080582232,27
489,1.099658855,25
490,1.121873438,28
491,1.135984868,23
492,1.127496852,25
493,1.11627807,32
494,1.121873438,22
495,1.121873438,26
496,1.121873438,20
497,1.138828383,26
498,1.11627807,30
499,1.113490861,19
500,1.088717067,29
501,1.085998673,23
502,1.083287068,23
503,1.072508181,30
504,1.064494459,19
505,1.053902562,18
506,1.067159024,21
507,1.059185271,19
508,1.053902562,36
509,1.053902562,14
510,1.072508181,25
511,1.077884151,24
512,1.085998673,17
513,1.083287068,17
514,1.083287068,4
515,1.088717067,4
516,1.099658855,6
517,1.105170918,4
518,1.105170918,4
519,1.096913142,21
520,1.077884151,25
521,1.064494459,29
522,1.080582232,24
523,1.067159024,25
524,1.061836547,4
525,1.064494459,7
526,1.059185271,6
527,1.072508181,19
528,1.056540615,24
529,1.053902562,23
530,1.067159024,29
531,1.064494459,33
532,1.04602786,19
533,1.04602786,18
534,1.038211997,27
535,1.022755034,26
536,1.038211997,20
537,1.038211997,28
538,1.038211997,16
539,1.025315121,23
540,1.043416056,23
541,1.064494459,24
542,1.061836547,29
543,1.067159024,22
544,1.033033893,25
545,1.038211997,18
546,1.038211997,32
547,1.030454534,29
548,1.033033893,29
549,1.02020134,21
550,1.027881615,11
551,1.027881615,18
552,1.027881615,20
553,1.022755034,26
554,1.033033893,22
555,1.025315121,33
556,1.038211997,27
557,1.040810774,21
558,1.064494459,25
559,1.075192806,28
560,1.077884151,27
561,1.051271096,24
562,1.043416056,19
563,1.048646201,22
564,1.064494459,32
565,1.04602786,23
566,1.056540615,28
567,1.051271096,28
568,1.077884151,20
569,1.064494459,25
570,1.085998673,24
571,1.099658855,23
572,1.144536784,32
573,1.144536784,26
574,1.135984868,17
575,1.141679016,22
576,1.12468163,22
577,1.135984868,24
578,1.133148453,29
579,1.13031912,27
580,1.13031912,30
581,1.121873438,21
582,1.15603957,28
583,1.127496852,30
584,1.127496852,22
585,1.135984868,21
586,1.147401706,28
587,1.13031912,20
588,1.150273799,29
589,1.150273799,28
590,1.153153081,17
591,1.11627807,25
592,1.113490861,25
593,1.096913142,24
594,1.077884151,27
595,1.077884151,16
596,1.077884151,24
597,1.075192806,23
598,1.088717067,29
599,1.085998673,29
600,1.075192806,28
601,1.06983026,16
602,1.056540615,23
603,1.04602786,36
604,1.017654022,21
605,1.030454534,21
606,1.02020134,18
607,1.010050167,22
608,1.025315121,32
609,1.033033893,33
610,1.017654022,28
611,1.012578452,24
612,1.010050167,19
613,1,24
614,0.9680224498,25
615,0.9875778005,28
616,0.9826522357,20
617,0.9875778005,14
618,1,31
619,0.9875778005,23
620,0.9975031224,26
621,1,13
622,1,4
623,1.005012521,4
624,1.015113065,4
625,1.02020134,4
626,1.02020134,4
627,1.025315121,6
628,1.030454534,4
629,1.030454534,4
630,1.040810774,4
631,1.040810774,4
632,1.04602786,4
633,1.043416056,5
634,1.038211997,4
635,1.033033893,4
636,1.038211997,4
637,1.027881615,4
638,1.027881615,4
639,1.017654022,4
640,1.017654022,4
641,1.022755034,4
642,1.017654022,4
643,1.025315121,5
644,1.022755034,5
645,1.017654022,4
646,1.017654022,4
647,1.015113065,5
648,1.017654022,5
649,1.022755034,4
650,1.017654022,4
651,1.017654022,4
652,1.012578452,8
653,1.025315121,11
654,1.022755034,5
655,1.033033893,4
656,1.043416056,4
657,1.033033893,4
658,1.027881615,4
659,1.033033893,4
660,1.030454534,5
661,1.022755034,5
662,1.022755034,4
663,1.033033893,4
664,1.027881615,4
665,1.043416056,6
666,1.048646201,4
667,1.043416056,4
668,1.040810774,5
669,1.030454534,4
670,1.038211997,7
671,1.043416056,4
672,1.051271096,5
673,1.04602786,6
674,1.04602786,4
675,1.043416056,5
676,1.033033893,4
677,1.027881615,8
678,1.022755034,4
679,1.022755034,4
680,1.033033893,4
681,1.027881615,4
682,1.027881615,4
683,1.033033893,4
684,1.038211997,4
685,1.038211997,4
686,1.033033893,4
687,1.038211997,4
688,1.043416056,4
689,1.035619709,5
690,1.053902562,29
691,1.102411442,28
692,1.099658855,25
693,1.080582232,21
694,1.088717067,25
695,1.094174284,26
696,1.105170918,26
697,1.11071061,22
698,1.119072257,21
699,1.11627807,19
700,1.088717067,20
701,1.083287068,24
702,1.083287068,8
703,1.088717067,4
704,1.085998673,5
705,1.091442264,4
706,1.085998673,4
707,1.080582232,6
708,1.083287068,5
709,1.077884151,4
710,1.072508181,4
711,1.06983026,5
712,1.075192806,6
713,1.06983026,4
714,1.064494459,4
715,1.064494459,4
716,1.059185271,8
717,1.053902562,4
718,1.053902562,22
719,1.06983026,24
720,1.072508181,19
721,1.075192806,25
722,1.06983026,20
723,1.075192806,34
724,1.085998673,22
725,1.096913142,22
726,1.11627807,31
727,1.11627807,18
728,1.11071061,26
729,1.107937302,27
730,1.105170918,33
731,1.064494459,23
732,1.056540615,19
733,1.075192806,35
734,1.080582232,26
735,1.099658855,31
736,1.099658855,22
737,1.121873438,28
738,1.105170918,28
739,1.102411442,19
740,1.088717067,31
741,1.121873438,26
742,1.12468163,21
743,1.138828383,21
744,1.13031912,31
745,1.144536784,21
746,1.150273799,26
747,1.133148453,20
748,1.121873438,28
749,1.105170918,24
750,1.105170918,22
751,1.094174284,26
752,1.091442264,23
753,1.06983026,28
754,1.064494459,18
755,1.056540615,15
756,1.061836547,16
757,1.04602786,18
758,1.064494459,17
759,1.06983026,26
760,1.061836547,19
761,1.053902562,21
762,1.061836547,21
763,1.083287068,22
764,1.056540615,30
765,1.051271096,22
766,1.04602786,18
767,1.059185271,25
768,1.061836547,25
769,1.067159024,22
770,1.085998673,29
771,1.080582232,30
772,1.06983026,22
773,1.072508181,17
774,1.083287068,28
775,1.091442264,27
776,1.088717067,29
777,1.105170918,30
778,1.119072257,25
779,1.121873438,27
780,1.11627807,22
781,1.127496852,26
782,1.12468163,21
783,1.11627807,25
784,1.13031912,25
785,1.11627807,35
786,1.127496852,26
787,1.15603957,26
788,1.15603957,24
789,1.150273799,26
790,1.141679016,17
791,1.161834243,31
792,1.161834243,28
793,1.185304851,20
794,1.191246217,26
795,1.194228058,25
796,1.197217363,29
797,1.185304851,22
798,1.18234529,29
799,1.179393119,17
800,1.20321844,30
801,1.236766114,29
802,1.227525065,29
803,1.239861897,34
804,1.252322716,20
805,1.274431249,27
806,1.246076731,25
807,1.274431249,33
808,1.277621313,17
809,1.284025417,26
810,1.277621313,24
811,1.284025417,30
812,1.25860001,32
813,1.236766114,13
814,1.239861897,27
815,1.25860001,20
816,1.261750446,23
817,1.264908769,27
818,1.25545744,19
819,1.264908769,23
820,1.27124915,22
821,1.284025417,24
822,1.246076731,24
823,1.24296543,21
824,1.209249598,25
825,1.194228058,23
826,1.185304851,19
827,1.164742462,27
828,1.158933285,20
829,1.144536784,21
830,1.15603957,16
831,1.141679016,15
832,1.13031912,18
833,1.121873438,23
834,1.13031912,23
835,1.12468163,20
836,1.141679016,26
837,1.147401706,24
838,1.153153081,22
839,1.150273799,35
840,1.138828383,22
841,1.11627807,20
842,1.138828383,24
843,1.102411442,29
844,1.119072257,24
845,1.113490861,24
846,1.113490861,18
847,1.105170918,21
848,1.105170918,26
849,1.085998673,21
850,1.077884151,23
851,1.072508181,24
852,1.080582232,27
853,1.077884151,25
854,1.080582232,15
855,1.072508181,29
856,1.061836547,28
857,1.053902562,23
858,1.061836547,21
859,1.043416056,27
860,1.035619709,25
861,1.040810774,24
862,1.051271096,22
863,1.033033893,21
864,1.022755034,36
865,1.025315121,21
866,1.033033893,19
867,1.038211997,26
868,1.051271096,27
869,1.035619709,18
870,1.030454534,26
871,1.017654022,23
872,1.025315121,27
873,1.040810774,22
874,1.04602786,32
875,1.056540615,24
876,1.043416056,21
877,1.051271096,15
878,1.04602786,24
879,1.038211997,21
880,1.027881615,18
881,1.033033893,26
882,1.033033893,20
883,1.025315121,19
884,1.017654022,17
885,1.010050167,27
886,1.035619709,28
887,1.033033893,17
888,1.035619709,23
889,1.030454534,32
890,1.015113065,24
891,1.017654022,23
892,1.022755034,14
893,1.022755034,24
894,1.030454534,25
895,1.04602786,22
896,1.053902562,21
897,1.038211997,26
898,1.056540615,27
899,1.085998673,23
900,1.091442264,28
901,1.094174284,23
902,1.096913142,21
903,1.091442264,24
904,1.085998673,16
905,1.096913142,22
906,1.11071061,29
907,1.119072257,27
908,1.135984868,24
909,1.121873438,23
910,1.12468163,27
911,1.135984868,28
912,1.12468163,22
913,1.153153081,22
914,1.179393119,17
915,1.15603957,26
916,1.161834243,36
917,1.15603957,34
918,1.144536784,24
919,1.135984868,25
920,1.141679016,20
921,1.170580758,26
922,1.153153081,26
923,1.153153081,28
924,1.164742462,32
925,1.164742462,24
926,1.150273799,27
927,1.153153081,21
928,1.133148453,21
929,1.13031912,21
930,1.11627807,23
931,1.11627807,4
932,1.113490861,7
933,1.119072257,6
934,1.11627807,9
935,1.113490861,5
936,1.107937302,4
937,1.107937302,4
938,1.107937302,4
939,1.11627807,7
940,1.11071061,4
941,1.113490861,5
942,1.121873438,7
943,1.11627807,4
944,1.11071061,4
945,1.113490861,5
946,1.107937302,6
947,1.121873438,25
948,1.133148453,28
949,1.141679016,19
950,1.13031912,22
951,1.121873438,23
952,1.113490861,25
953,1.102411442,20
954,1.099658855,25
955,1.094174284,22
956,1.091442264,27
957,1.096913142,26
958,1.11071061,17
959,1.096913142,21
960,1.094174284,29
961,1.099658855,28
962,1.077884151,26
963,1.067159024,28
964,1.072508181,20
965,1.094174284,22
966,1.096913142,31
967,1.083287068,21
968,1.080582232,23
969,1.085998673,26
970,1.102411442,20
971,1.088717067,25
972,1.088717067,4
973,1.088717067,4
974,1.102411442,7
975,1.094174284,5
976,1.088717067,4
977,1.088717067,4
978,1.088717067,6
979,1.088717067,4
980,1.077884151,6
981,1.077884151,4
982,1.077884151,4
983,1.077884151,4
984,1.080582232,5
985,1.077884151,5
986,1.083287068,4
987,1.083287068,4
988,1.083287068,4
989,1.088717067,8
990,1.080582232,7
991,1.085998673,4
992,1.085998673,4
993,1.075192806,4
994,1.077884151,5
995,1.075192806,5
996,1.075192806,4
997,1.061836547,7
998,1.072508181,22
999,1.091442264,23
1000,1.088717067,13
1001,1.080582232,23
1002,1.067159024,17
1003,1.077884151,28
1004,1.051271096,26
1005,1.061836547,24
1006,1.048646201,25
1007,1.053902562,22
1008,1.059185271,24
1009,1.094174284,29
1010,1.113490861,35
1011,1.105170918,23
1012,1.121873438,24
1013,1.127496852,26
1014,1.133148453,22
1015,1.133148453,28
1016,1.141679016,21
1017,1.164742462,28
1018,1.144536784,27
1019,1.141679016,23
1020,1.147401706,28
1021,1.158933285,24
1022,1.150273799,25
1023,1.133148453,28
1024,1.127496852,20
1025,1.133148453,18
1026,1.135984868,35
1027,1.11627807,25
1028,1.13031912,25
1029,1.12468163,24
1030,1.133148453,23
1031,1.150273799,22
1032,1.133148453,24
1033,1.135984868,25
1034,1.138828383,25
1035,1.144536784,20
1036,1.144536784,28
1037,1.15603957,26
1038,1.161834243,20
1039,1.164742462,35
1040,1.170580758,20
1041,1.170580758,30
1042,1.147401706,26
1043,1.147401706,28
1044,1.147401706,22
1045,1.170580758,20
1046,1.173510871,19
1047,1.194228058,17
1048,1.185304851,29
1049,1.153153081,27
1050,1.150273799,23
1051,1.158933285,7
1052,1.161834243,11
1053,1.167657961,6
1054,1.176448318,5
1055,1.176448318,8
1056,1.179393119,9
1057,1.179393119,4
1058,1.185304851,4
1059,1.194228058,5
1060,1.200214151,4
1061,1.197217363,7
1062,1.209249598,4
1063,1.20321844,4
1064,1.197217363,4
1065,1.20321844,4
1066,1.20321844,4
1067,1.197217363,4
1068,1.191246217,4
1069,1.197217363,4
1070,1.197217363,4
